f_25,f_18,f_22,f_24,f_13,f_14,f_19,f_0,f_15,f_11,f_9,f_12,f_10,f_21,f_8,f_2,f_3,f_7,f_20,f_16,f_6,f_26,f_23,f_4,f_17,f_5,f_1
0,3,3,1,19394,9,0,False,False,Single,Healthcare Representative,6540,2,5,2,Research & Development,9,2,10,19,3,0,1,4,3,Life Sciences,Travel_Rarely
7,4,3,0,12315,1,1,False,False,Married,Manufacturing Director,5151,1,3,2,Research & Development,9,3,10,25,1,9,10,2,4,Medical,Travel_Rarely
4,1,3,8,24447,1,2,False,False,Divorced,Research Scientist,3319,4,3,2,Research & Development,24,3,9,17,1,7,9,2,3,Technical Degree,Travel_Rarely
0,4,4,2,23060,8,0,False,True,Single,Healthcare Representative,6294,3,5,2,Research & Development,1,4,10,12,4,2,3,3,3,Life Sciences,Travel_Frequently
0,1,1,3,19911,0,0,False,False,Married,Research Scientist,3201,2,2,1,Research & Development,2,2,6,17,1,4,5,1,3,Life Sciences,Travel_Rarely
0,4,3,0,9255,2,1,False,True,Divorced,Healthcare Representative,10552,2,3,3,Research & Development,5,2,24,13,3,4,6,3,3,Technical Degree,Travel_Rarely
0,1,4,2,10022,0,1,True,True,Married,Manufacturing Director,4171,3,3,2,Research & Development,3,3,4,19,2,2,3,1,3,Life Sciences,Travel_Rarely
1,4,3,9,16213,1,0,False,True,Single,Laboratory Technician,4723,1,3,1,Research & Development,3,3,10,18,2,5,10,1,3,Medical,Travel_Rarely
1,4,4,1,14720,4,2,False,True,Married,Manufacturing Director,9380,4,4,3,Research & Development,29,3,10,18,2,2,3,3,3,Technical Degree,Travel_Rarely
1,2,3,5,21630,1,2,False,True,Married,Research Scientist,2725,4,3,1,Research & Development,23,4,6,11,2,4,6,3,3,Medical,Travel_Rarely
0,4,1,3,15975,0,1,False,False,Married,Sales Executive,5561,1,2,2,Sales,18,3,6,16,2,4,5,4,3,Medical,Travel_Rarely
0,3,1,7,7568,6,0,True,False,Single,Research Scientist,2362,1,2,1,Research & Development,1,2,11,13,1,7,9,4,3,Technical Degree,Travel_Rarely
1,3,1,3,16734,4,1,False,False,Married,Laboratory Technician,2097,4,3,1,Research & Development,3,3,9,15,3,4,5,3,3,Life Sciences,Non-Travel
1,4,3,11,4161,3,1,False,True,Married,Manufacturing Director,13973,3,2,4,Research & Development,24,3,22,18,4,5,12,3,3,Life Sciences,Travel_Rarely
0,4,3,2,2819,6,2,False,False,Divorced,Manufacturing Director,4941,2,0,2,Research & Development,6,3,7,20,2,1,3,2,4,Medical,Travel_Rarely
1,3,2,2,8509,4,1,False,False,Married,Research Director,19406,1,4,5,Research & Development,5,3,24,11,1,2,4,2,3,Medical,Travel_Rarely
7,4,3,7,19373,3,0,False,False,Single,Research Director,11159,4,6,3,Research & Development,3,3,10,15,3,7,7,2,3,Life Sciences,Travel_Rarely
0,2,3,2,17881,1,1,False,False,Divorced,Laboratory Technician,3816,2,2,1,Research & Development,1,3,5,11,4,4,5,2,3,Medical,Travel_Rarely
7,4,2,2,16530,8,1,False,False,Married,Research Scientist,2367,1,3,1,Research & Development,15,3,10,12,3,6,8,4,3,Other,Travel_Rarely
1,1,4,3,10228,2,0,False,False,Married,Laboratory Technician,4404,3,3,2,Research & Development,8,4,6,12,2,2,4,3,3,Medical,Travel_Rarely
0,4,4,0,11757,1,0,False,False,Single,Research Scientist,2836,2,0,1,Research & Development,1,2,1,13,4,0,1,3,3,Life Sciences,Travel_Rarely
4,4,3,10,6599,1,1,False,False,Married,Sales Executive,7918,4,5,3,Sales,1,3,11,14,2,1,11,1,3,Medical,Travel_Frequently
0,3,3,8,6927,7,1,False,False,Married,Laboratory Technician,5674,2,3,2,Research & Development,24,3,11,15,2,8,9,4,3,Life Sciences,Non-Travel
1,1,2,0,3487,1,1,False,False,Married,Sales Executive,5561,3,5,2,Sales,3,3,6,14,2,2,6,2,3,Medical,Travel_Rarely
1,4,3,7,19461,3,1,False,False,Divorced,Sales Executive,6893,1,3,2,Sales,2,3,11,15,2,7,7,2,3,Life Sciences,Travel_Rarely
2,4,4,11,9867,7,2,False,False,Married,Research Scientist,4735,4,4,2,Research & Development,1,3,19,15,4,9,13,3,3,Life Sciences,Travel_Frequently
0,2,3,0,11354,7,0,True,True,Married,Healthcare Representative,6673,1,2,2,Research & Development,29,3,17,19,2,0,1,1,3,Medical,Travel_Rarely
0,1,3,1,15318,3,0,True,True,Single,Research Scientist,2432,3,2,1,Research & Development,5,4,8,14,1,3,4,2,3,Life Sciences,Travel_Frequently
8,2,3,6,23364,6,2,False,False,Married,Manager,11878,2,2,3,Research & Development,5,3,12,11,4,8,10,4,3,Life Sciences,Travel_Frequently
5,4,2,9,6950,1,1,False,True,Married,Manufacturing Director,7406,1,5,3,Research & Development,24,3,10,21,4,8,10,3,4,Medical,Travel_Rarely
4,2,2,5,15701,6,1,False,False,Married,Manufacturing Director,6447,2,2,2,Research & Development,1,3,8,12,2,3,6,4,3,Life Sciences,Travel_Rarely
0,4,2,2,15834,2,0,False,False,Single,Manufacturing Director,4033,3,3,2,Research & Development,2,3,5,11,4,2,3,2,3,Life Sciences,Travel_Frequently
1,1,1,5,26767,1,1,False,False,Divorced,Manufacturing Director,6397,2,6,2,Research & Development,1,3,6,20,3,4,6,3,4,Life Sciences,Travel_Frequently
0,3,3,1,7324,1,3,True,True,Married,Laboratory Technician,2408,2,3,1,Research & Development,24,3,1,17,3,0,1,3,3,Medical,Travel_Rarely
4,3,3,3,13871,2,0,False,True,Single,Manager,17328,4,3,4,Human Resources,26,4,23,12,4,4,5,3,3,Human Resources,Non-Travel
2,4,2,2,22929,0,0,False,True,Single,Research Scientist,2342,4,2,1,Research & Development,2,2,5,20,4,3,4,1,4,Medical,Travel_Rarely
3,2,2,8,9961,1,1,False,False,Married,Manufacturing Director,6474,4,2,2,Research & Development,1,2,14,13,4,11,14,3,3,Life Sciences,Travel_Rarely
0,2,3,2,5174,1,1,False,True,Married,Manufacturing Director,6142,2,0,2,Research & Development,4,4,6,20,2,3,6,3,4,Life Sciences,Travel_Rarely
2,3,3,0,8302,2,1,False,True,Married,Healthcare Representative,9884,1,3,3,Research & Development,11,2,10,13,3,3,4,2,3,Medical,Non-Travel
0,3,3,7,21196,3,1,False,True,Divorced,Sales Executive,8189,3,2,3,Sales,9,3,12,13,3,7,9,1,3,Life Sciences,Travel_Rarely
2,2,3,2,21624,2,0,False,True,Married,Research Director,15787,3,3,4,Research & Development,15,3,23,14,1,2,2,4,3,Life Sciences,Travel_Frequently
1,4,3,7,4673,1,1,False,False,Married,Research Scientist,2756,2,5,1,Research & Development,14,3,8,13,4,6,8,3,3,Medical,Travel_Rarely
11,1,3,8,25098,0,0,False,False,Single,Sales Executive,13341,1,3,4,Sales,15,3,21,12,2,10,20,4,3,Marketing,Travel_Rarely
2,4,2,2,21437,0,0,False,False,Single,Sales Representative,2342,4,2,1,Sales,8,2,3,19,2,2,2,1,3,Life Sciences,Non-Travel
0,3,4,7,23099,3,2,False,False,Divorced,Laboratory Technician,3975,3,2,2,Research & Development,9,3,11,11,3,7,8,4,3,Other,Non-Travel
0,1,3,4,5242,1,0,False,True,Single,Sales Executive,4478,3,3,2,Sales,2,3,5,11,4,4,5,3,3,Life Sciences,Travel_Rarely
0,1,3,7,2112,2,0,False,True,Single,Healthcare Representative,6811,3,3,2,Research & Development,2,2,10,17,1,7,8,4,3,Other,Non-Travel
1,3,3,2,8758,0,1,False,False,Divorced,Laboratory Technician,2661,4,2,1,Research & Development,19,3,3,11,2,2,2,2,3,Medical,Travel_Rarely
0,2,3,0,12147,6,0,True,False,Single,Sales Executive,6735,2,2,2,Sales,1,1,10,15,1,0,0,2,3,Life Sciences,Travel_Rarely
1,3,2,0,3010,4,1,False,True,Married,Sales Executive,9602,3,3,2,Sales,2,3,17,11,4,0,3,3,3,Marketing,Travel_Rarely
0,4,3,2,20715,7,1,False,True,Married,Sales Executive,10934,4,3,3,Sales,7,2,35,18,1,4,5,2,3,Marketing,Travel_Rarely
1,2,3,2,24008,0,1,False,False,Married,Sales Executive,4342,4,3,2,Sales,8,3,5,19,3,1,4,1,3,Marketing,Travel_Frequently
0,2,3,7,17674,2,0,False,False,Single,Research Scientist,2718,2,3,1,Research & Development,5,3,12,14,2,7,7,4,3,Technical Degree,Non-Travel
5,1,3,7,13402,1,2,False,False,Married,Sales Executive,5468,4,3,2,Sales,29,2,13,14,1,7,12,4,3,Marketing,Travel_Rarely
2,4,3,2,12826,2,1,False,False,Married,Research Scientist,2073,3,2,1,Research & Development,10,4,4,16,4,2,2,3,3,Technical Degree,Travel_Rarely
0,3,3,8,19028,3,0,False,False,Married,Manufacturing Director,13826,4,3,4,Research & Development,25,2,31,22,3,0,9,4,4,Medical,Travel_Frequently
14,3,4,6,22074,3,1,False,False,Married,Research Director,16328,1,1,4,Research & Development,28,3,24,13,4,17,20,3,3,Life Sciences,Travel_Rarely
1,1,3,3,26589,0,1,False,False,Married,Research Scientist,4258,4,3,1,Research & Development,19,3,5,18,4,2,4,4,3,Medical,Non-Travel
0,1,2,1,18697,2,1,False,False,Married,Research Scientist,3920,1,2,1,Research & Development,1,2,17,14,3,2,3,2,3,Medical,Travel_Rarely
1,2,3,7,8787,0,0,False,False,Single,Manufacturing Director,9526,3,2,3,Research & Development,23,2,10,21,4,8,9,3,4,Life Sciences,Travel_Frequently
5,2,3,14,23457,1,1,False,True,Married,Manufacturing Director,10685,3,2,3,Research & Development,9,2,17,20,4,15,17,3,4,Life Sciences,Travel_Rarely
0,2,2,0,23231,1,0,False,False,Married,Research Scientist,2723,4,0,1,Research & Development,1,3,1,11,3,0,1,3,3,Life Sciences,Travel_Rarely
7,2,3,7,20156,1,1,False,False,Married,Sales Executive,5296,3,3,2,Sales,1,3,8,17,3,7,8,3,3,Life Sciences,Travel_Rarely
0,4,3,0,15178,1,0,False,False,Single,Research Scientist,2956,1,2,1,Research & Development,1,3,1,13,4,0,1,1,3,Life Sciences,Travel_Rarely
4,3,3,8,22128,1,2,False,False,Married,Sales Executive,6799,3,5,2,Sales,8,4,10,21,2,8,10,2,4,Technical Degree,Travel_Rarely
1,3,3,1,6889,0,0,True,True,Married,Human Resources,2148,2,3,1,Human Resources,20,3,6,11,4,4,5,2,3,Medical,Travel_Rarely
7,2,4,7,17654,1,0,False,False,Single,Healthcare Representative,8621,2,3,3,Research & Development,9,2,9,14,4,7,8,3,3,Medical,Travel_Rarely
2,4,4,4,5228,4,3,False,False,Divorced,Research Scientist,2089,4,3,1,Research & Development,7,4,7,14,4,2,5,3,3,Medical,Non-Travel
4,4,3,8,13596,1,0,True,False,Single,Sales Executive,9619,4,3,3,Sales,9,2,9,16,3,7,9,2,3,Medical,Travel_Rarely
1,1,1,7,20003,1,0,False,True,Single,Research Scientist,4081,3,3,2,Research & Development,6,2,20,14,1,8,20,3,3,Medical,Travel_Rarely
1,2,3,2,18899,9,1,False,False,Divorced,Healthcare Representative,5745,4,2,2,Research & Development,23,3,10,14,4,2,2,4,3,Life Sciences,Travel_Rarely
0,2,3,2,12761,7,2,False,False,Divorced,Sales Executive,4779,1,3,2,Sales,7,3,8,14,4,2,3,4,3,Marketing,Travel_Rarely
4,4,3,6,15322,7,0,False,False,Single,Healthcare Representative,10445,2,4,3,Research & Development,7,3,18,19,2,0,8,4,3,Life Sciences,Travel_Rarely
0,3,4,1,8191,3,0,False,False,Single,Sales Executive,4507,4,1,2,Sales,11,3,8,12,4,4,5,4,3,Marketing,Travel_Rarely
2,4,3,2,10919,2,0,False,False,Single,Laboratory Technician,2450,4,4,2,Research & Development,6,3,19,17,4,2,2,3,3,Life Sciences,Travel_Rarely
2,3,3,2,7331,1,1,False,False,Married,Laboratory Technician,2743,2,2,1,Research & Development,13,2,2,20,3,2,2,3,4,Other,Travel_Frequently
0,3,3,14,12313,1,1,False,True,Divorced,Sales Executive,4001,3,3,2,Sales,10,3,15,14,4,7,15,3,3,Life Sciences,Non-Travel
7,1,3,7,3698,1,0,False,True,Married,Sales Executive,4779,2,2,2,Sales,2,3,8,20,2,5,8,4,4,Marketing,Travel_Rarely
1,1,2,3,6881,1,1,False,False,Married,Laboratory Technician,2451,1,3,1,Research & Development,8,1,4,15,2,1,4,1,3,Life Sciences,Travel_Rarely
0,4,3,2,7973,3,0,False,False,Single,Laboratory Technician,3162,3,5,1,Research & Development,5,2,7,14,3,3,5,3,3,Life Sciences,Non-Travel
2,3,3,1,19299,0,1,False,False,Married,Laboratory Technician,2523,4,2,1,Research & Development,2,3,3,14,3,1,2,1,3,Technical Degree,Travel_Rarely
0,4,3,3,4488,1,0,False,False,Single,Research Scientist,3310,4,3,1,Research & Development,8,3,5,21,4,2,5,2,4,Life Sciences,Travel_Rarely
5,3,3,3,8416,3,1,False,False,Divorced,Research Scientist,2768,3,3,1,Research & Development,2,2,14,12,4,7,7,4,3,Life Sciences,Travel_Rarely
0,3,2,2,23177,7,2,False,False,Divorced,Manufacturing Director,6347,4,2,2,Research & Development,5,3,8,16,4,4,6,2,3,Medical,Travel_Rarely
2,4,3,2,3157,4,3,True,True,Divorced,Human Resources,2335,1,3,1,Human Resources,13,2,4,15,1,0,2,3,3,Human Resources,Travel_Rarely
0,4,3,2,2912,1,2,False,True,Divorced,Sales Representative,2579,3,3,1,Sales,14,3,8,18,3,6,8,3,3,Technical Degree,Travel_Rarely
1,3,3,5,16130,1,1,False,True,Divorced,Sales Executive,5368,4,2,2,Sales,16,3,7,25,3,2,6,3,4,Life Sciences,Non-Travel
0,4,3,0,4279,2,0,False,False,Single,Research Scientist,2290,3,3,1,Research & Development,17,1,6,13,4,0,0,3,3,Life Sciences,Non-Travel
15,1,3,16,18235,4,1,False,True,Married,Manufacturing Director,13402,2,0,4,Research & Development,23,3,33,12,4,9,19,3,3,Life Sciences,Travel_Rarely
3,3,4,2,16523,8,1,False,True,Married,Laboratory Technician,2741,4,2,2,Research & Development,19,3,15,15,3,7,7,2,3,Medical,Travel_Rarely
13,2,2,9,2447,0,0,True,True,Single,Sales Executive,13758,1,2,4,Sales,12,3,22,12,3,14,21,3,3,Life Sciences,Travel_Frequently
6,4,3,7,12992,3,2,False,True,Married,Healthcare Representative,6385,2,3,2,Research & Development,18,3,17,14,3,7,8,4,3,Medical,Travel_Frequently
1,3,3,8,22456,3,1,False,True,Married,Research Director,19701,1,3,5,Research & Development,1,3,32,21,4,5,9,3,4,Medical,Travel_Rarely
1,4,3,2,7505,0,2,False,False,Married,Manufacturing Director,4898,3,3,2,Research & Development,1,3,5,12,1,2,4,3,3,Life Sciences,Travel_Rarely
0,2,2,5,9752,5,0,False,False,Single,Research Scientist,3452,4,2,1,Research & Development,29,3,9,13,3,3,6,3,3,Medical,Travel_Rarely
7,1,2,2,17747,2,0,True,False,Married,Research Scientist,4941,2,3,2,Research & Development,8,2,11,15,3,7,8,4,3,Medical,Travel_Rarely
1,2,2,2,21534,2,1,False,False,Married,Healthcare Representative,6651,3,0,2,Research & Development,5,3,20,14,1,2,3,4,3,Technical Degree,Travel_Rarely
7,1,3,8,16392,0,3,False,False,Married,Laboratory Technician,6674,4,6,2,Research & Development,1,1,10,11,3,5,9,3,3,Life Sciences,Non-Travel
0,4,3,3,17616,1,1,False,False,Married,Research Scientist,4401,3,1,1,Research & Development,9,4,5,16,3,4,5,3,3,Medical,Travel_Rarely
0,2,3,0,10138,8,0,False,False,Single,Manufacturing Director,9679,4,1,2,Research & Development,5,2,8,24,4,0,1,4,4,Life Sciences,Travel_Rarely
1,2,3,2,21821,8,1,False,False,Married,Laboratory Technician,3149,3,3,2,Research & Development,11,3,9,20,4,4,5,4,4,Life Sciences,Travel_Rarely
5,2,3,10,4944,0,1,False,True,Married,Sales Representative,2308,3,4,1,Sales,7,3,12,25,2,7,11,2,4,Technical Degree,Travel_Rarely
2,2,2,2,21782,4,1,False,False,Married,Healthcare Representative,5562,4,2,2,Research & Development,1,3,12,13,4,2,5,3,3,Life Sciences,Travel_Frequently
0,4,3,4,4585,4,1,False,False,Married,Research Scientist,2132,4,3,1,Research & Development,28,3,8,20,4,3,5,3,4,Technical Degree,Travel_Rarely
4,4,3,4,13738,3,0,False,False,Married,Research Director,19161,4,3,5,Research & Development,2,3,28,15,2,3,5,1,3,Life Sciences,Travel_Frequently
7,4,3,7,13492,1,0,True,True,Single,Sales Executive,5813,4,2,2,Sales,27,3,10,18,3,7,10,3,3,Life Sciences,Travel_Rarely
0,2,2,1,12127,0,1,False,False,Married,Research Scientist,2684,3,0,1,Research & Development,10,3,3,17,3,2,2,1,3,Medical,Travel_Frequently
0,3,2,10,9256,1,0,False,False,Married,Research Scientist,3692,2,2,1,Research & Development,3,3,12,12,3,7,11,3,3,Technical Degree,Travel_Frequently
1,4,2,5,17852,1,0,False,False,Single,Research Scientist,2559,1,3,1,Research & Development,27,2,6,11,3,1,6,1,3,Medical,Travel_Rarely
0,1,3,4,26308,6,1,False,False,Divorced,Healthcare Representative,6842,1,3,2,Research & Development,3,4,13,20,4,4,5,2,4,Life Sciences,Travel_Rarely
2,4,3,2,21445,9,2,False,False,Divorced,Research Director,19627,4,0,5,Research & Development,1,3,23,17,4,2,2,4,3,Medical,Travel_Rarely
4,2,2,2,13755,4,1,False,True,Married,Sales Executive,10377,4,6,3,Sales,8,2,16,11,3,12,13,2,3,Marketing,Non-Travel
0,2,1,2,3032,1,2,False,False,Divorced,Research Scientist,2886,4,3,1,Research & Development,23,3,3,22,1,2,3,3,4,Life Sciences,Travel_Rarely
4,1,3,3,26204,0,2,False,False,Married,Sales Representative,2430,3,5,1,Sales,28,2,6,23,2,2,5,4,4,Life Sciences,Travel_Rarely
0,3,3,7,16616,0,1,False,False,Married,Manager,16799,1,5,4,Human Resources,10,3,21,14,3,9,20,3,3,Human Resources,Travel_Rarely
3,4,4,9,25995,0,0,False,False,Married,Research Director,11691,3,3,3,Research & Development,7,3,14,11,3,7,13,3,3,Medical,Travel_Rarely
15,4,4,7,21030,1,0,False,True,Single,Manager,19068,3,2,5,Sales,2,2,33,18,1,12,33,4,3,Life Sciences,Non-Travel
2,3,3,7,22952,0,1,False,False,Married,Sales Executive,9738,4,6,3,Sales,11,3,10,14,2,8,9,2,3,Technical Degree,Travel_Frequently
0,2,3,7,19863,2,1,False,True,Divorced,Healthcare Representative,10851,1,2,3,Research & Development,20,1,24,18,2,7,7,3,3,Medical,Travel_Rarely
0,2,3,1,18203,1,1,False,False,Married,Sales Representative,2157,4,5,1,Sales,20,3,3,15,3,2,3,3,3,Technical Degree,Travel_Frequently
1,4,3,7,20682,1,0,False,False,Single,Manufacturing Director,4424,4,2,2,Research & Development,8,3,11,23,3,8,11,4,4,Life Sciences,Travel_Rarely
1,3,3,4,23258,2,0,False,True,Single,Manager,16659,4,2,4,Research & Development,2,3,30,13,3,2,5,3,3,Life Sciences,Travel_Rarely
2,3,3,2,19944,2,0,False,False,Single,Manufacturing Director,9362,4,2,3,Research & Development,18,3,10,11,3,2,2,2,3,Life Sciences,Travel_Frequently
2,3,2,3,11092,1,3,True,True,Divorced,Research Scientist,2342,2,2,1,Research & Development,1,3,6,12,3,3,5,2,3,Medical,Travel_Frequently
4,1,3,7,10333,0,0,True,True,Single,Sales Executive,9582,1,2,3,Sales,4,3,9,22,4,7,8,3,4,Technical Degree,Travel_Rarely
1,2,2,4,5348,1,1,False,False,Married,Research Scientist,2141,2,3,1,Research & Development,7,2,6,12,2,1,6,3,3,Medical,Travel_Rarely
0,4,3,7,22887,1,0,True,True,Single,Laboratory Technician,6074,3,3,2,Research & Development,7,1,9,24,1,6,9,3,4,Life Sciences,Travel_Frequently
1,3,3,2,2104,2,0,False,False,Single,Laboratory Technician,3708,3,5,1,Research & Development,24,1,9,14,1,4,5,3,3,Medical,Non-Travel
11,4,3,8,20462,9,1,False,False,Married,Manager,16792,4,1,4,Research & Development,2,2,22,23,1,8,20,2,4,Medical,Non-Travel
0,3,4,0,3335,3,1,True,False,Married,Sales Representative,2086,4,6,2,Sales,5,3,19,14,4,0,1,3,3,Technical Degree,Travel_Rarely
0,1,2,0,21777,0,1,True,True,Married,Research Scientist,3388,3,0,1,Research & Development,9,2,2,17,4,0,1,3,3,Medical,Travel_Rarely
0,4,3,7,26427,0,0,False,False,Single,Research Scientist,4968,1,2,1,Research & Development,2,2,10,16,4,7,9,4,3,Technical Degree,Travel_Frequently
0,3,2,2,7298,6,1,False,True,Divorced,Laboratory Technician,3977,3,2,1,Research & Development,2,3,7,19,4,2,2,1,3,Other,Travel_Rarely
4,4,2,2,15170,1,1,False,False,Divorced,Research Scientist,2911,3,1,1,Research & Development,26,3,5,17,1,3,5,1,3,Life Sciences,Travel_Rarely
1,1,3,7,13352,0,0,False,False,Single,Manufacturing Director,4534,3,6,2,Research & Development,18,3,9,11,1,7,8,2,3,Life Sciences,Travel_Rarely
2,4,3,2,12145,0,0,False,False,Married,Research Scientist,2773,3,3,1,Research & Development,6,3,3,20,1,2,2,1,4,Medical,Travel_Rarely
2,2,1,2,7747,0,1,False,True,Divorced,Research Scientist,2695,4,2,1,Research & Development,2,3,3,18,3,2,2,4,3,Life Sciences,Travel_Rarely
0,4,3,2,10732,2,1,False,False,Divorced,Sales Executive,6931,4,2,2,Sales,20,3,10,14,4,2,3,2,3,Marketing,Travel_Rarely
4,2,3,10,6311,0,1,False,False,Married,Research Scientist,2781,4,5,1,Research & Development,9,3,15,13,1,10,14,3,3,Medical,Travel_Rarely
0,3,1,9,10901,8,1,False,False,Divorced,Laboratory Technician,2348,2,2,2,Research & Development,9,3,20,18,2,15,17,3,3,Life Sciences,Travel_Rarely
1,3,3,2,2967,2,0,False,False,Married,Healthcare Representative,6755,3,2,2,Research & Development,1,3,15,11,4,2,3,4,3,Medical,Travel_Rarely
1,2,3,2,20490,3,1,False,False,Divorced,Laboratory Technician,2576,1,5,1,Research & Development,1,3,8,16,2,2,5,4,3,Life Sciences,Travel_Rarely
2,2,3,2,16586,4,1,True,True,Divorced,Sales Executive,10854,1,3,3,Sales,28,2,20,13,4,0,3,3,3,Marketing,Travel_Rarely
3,2,1,10,4156,1,1,False,False,Married,Manufacturing Director,4306,1,5,2,Research & Development,7,3,13,12,2,12,13,2,3,Medical,Travel_Rarely
1,3,2,3,2122,1,0,False,False,Single,Research Scientist,2144,3,3,1,Research & Development,16,3,5,14,3,4,5,3,3,Medical,Non-Travel
0,4,2,0,14561,3,0,False,False,Single,Research Scientist,2619,1,3,1,Research & Development,1,3,8,17,3,0,0,1,3,Life Sciences,Travel_Rarely
4,1,3,8,8931,1,0,True,False,Single,Manufacturing Director,7446,2,2,3,Research & Development,1,4,10,11,3,7,10,5,3,Life Sciences,Travel_Frequently
0,1,2,7,20260,1,0,False,False,Single,Sales Executive,4554,4,3,2,Sales,2,3,10,18,2,9,10,2,3,Life Sciences,Travel_Frequently
2,3,3,2,23683,3,1,False,False,Married,Sales Executive,6804,4,5,2,Sales,15,2,7,18,4,2,2,3,3,Life Sciences,Travel_Frequently
2,4,3,0,9364,2,1,False,False,Married,Healthcare Representative,5033,1,5,2,Research & Development,1,4,10,15,2,2,2,4,3,Life Sciences,Travel_Rarely
2,2,3,8,11879,6,1,False,False,Married,Sales Executive,13120,2,3,4,Sales,8,2,22,17,4,3,9,4,3,Technical Degree,Travel_Rarely
7,4,2,8,11806,1,1,False,False,Married,Manufacturing Director,4434,2,3,2,Research & Development,29,3,10,13,2,8,9,3,3,Life Sciences,Travel_Rarely
0,3,3,4,24793,2,0,False,False,Single,Manufacturing Director,6091,4,2,2,Research & Development,2,1,11,20,3,2,5,3,4,Life Sciences,Travel_Rarely
8,4,2,9,7660,1,1,False,False,Married,Research Scientist,2691,4,4,1,Research & Development,1,3,10,12,2,8,10,5,3,Life Sciences,Travel_Rarely
5,3,4,8,22534,4,2,False,False,Divorced,Laboratory Technician,4444,2,2,2,Research & Development,19,3,15,13,3,10,11,3,3,Medical,Travel_Frequently
0,4,3,2,18500,1,1,False,False,Divorced,Sales Executive,4968,4,3,2,Sales,11,3,5,11,4,2,5,2,3,Marketing,Travel_Frequently
1,2,1,4,7108,1,0,False,False,Single,Human Resources,4323,3,2,1,Human Resources,8,3,6,17,3,4,5,4,3,Technical Degree,Travel_Rarely
1,3,3,2,11563,2,1,False,True,Married,Sales Executive,9071,4,3,3,Sales,10,2,15,19,3,2,3,3,3,Marketing,Travel_Rarely
4,4,2,13,10735,4,1,False,False,Divorced,Manager,19094,3,3,5,Research & Development,5,3,26,11,3,8,14,3,3,Other,Travel_Rarely
2,4,3,2,21813,8,0,True,False,Single,Sales Executive,4969,1,6,2,Sales,29,1,7,18,2,2,2,2,3,Medical,Non-Travel
1,4,3,8,2975,1,0,False,False,Single,Sales Executive,8726,3,0,3,Sales,8,3,9,15,4,7,9,3,3,Life Sciences,Travel_Frequently
1,1,3,3,22710,3,0,True,False,Single,Laboratory Technician,4284,1,2,2,Research & Development,28,2,20,20,1,3,4,2,4,Life Sciences,Travel_Frequently
5,3,4,6,22957,6,0,False,False,Single,Human Resources,3423,1,3,1,Human Resources,1,3,10,12,4,7,7,2,3,Life Sciences,Travel_Rarely
0,2,1,0,20471,6,1,False,True,Married,Research Scientist,3057,3,0,1,Research & Development,2,3,6,13,4,1,1,5,3,Medical,Travel_Rarely
0,2,3,4,7346,1,2,False,False,Married,Research Scientist,6220,2,3,2,Research & Development,1,3,10,17,2,9,10,3,3,Life Sciences,Travel_Rarely
4,3,3,8,18685,3,1,False,False,Married,Manager,17426,3,6,4,Research & Development,22,3,36,25,2,7,10,5,4,Medical,Travel_Rarely
1,4,4,4,3567,3,2,False,True,Married,Sales Executive,6120,4,2,2,Sales,21,2,8,12,1,4,5,4,3,Life Sciences,Travel_Rarely
2,4,3,2,18597,3,0,False,False,Married,Sales Executive,8120,2,3,2,Sales,2,4,12,12,2,2,2,1,3,Marketing,Travel_Rarely
15,4,3,9,25592,1,1,False,True,Divorced,Healthcare Representative,13577,2,3,4,Research & Development,8,2,34,15,4,0,33,1,3,Medical,Non-Travel
1,3,2,4,22604,1,0,False,False,Single,Laboratory Technician,5810,4,2,2,Research & Development,4,2,10,16,1,8,10,4,3,Life Sciences,Travel_Rarely
1,3,3,13,23772,5,1,False,True,Married,Sales Executive,10475,1,2,3,Sales,5,2,20,21,4,12,18,4,4,Life Sciences,Travel_Frequently
0,1,2,0,5543,4,2,False,False,Married,Research Scientist,2259,3,2,1,Research & Development,20,3,13,17,4,0,0,4,3,Medical,Travel_Rarely
11,3,3,11,11737,3,1,False,True,Married,Sales Executive,13320,4,2,4,Sales,28,4,23,18,4,11,12,3,3,Medical,Travel_Rarely
0,2,2,2,7419,6,2,False,False,Married,Healthcare Representative,5347,3,2,2,Research & Development,26,3,10,14,1,2,3,4,3,Life Sciences,Travel_Rarely
4,1,3,3,21829,3,0,False,True,Single,Manufacturing Director,13726,4,4,4,Research & Development,2,2,30,13,3,3,5,3,3,Life Sciences,Travel_Rarely
0,3,3,4,19609,2,0,False,True,Married,Manufacturing Director,7969,3,4,3,Research & Development,3,2,28,14,4,4,5,3,3,Medical,Travel_Rarely
0,3,2,7,14862,4,1,False,False,Married,Sales Executive,4936,4,2,2,Sales,14,3,18,11,3,7,7,2,3,Life Sciences,Travel_Rarely
1,2,2,3,20938,1,0,False,True,Single,Research Scientist,2478,2,2,1,Research & Development,5,3,4,12,3,2,4,3,3,Life Sciences,Travel_Rarely
3,1,2,2,13953,3,2,False,True,Divorced,Research Scientist,5467,4,4,2,Research & Development,22,3,12,14,4,3,6,3,3,Life Sciences,Travel_Frequently
4,3,2,8,16985,1,1,False,False,Married,Sales Executive,5484,3,3,2,Sales,7,2,13,14,4,8,13,3,3,Life Sciences,Travel_Rarely
